KRS1222;Kreisname;fl_suv;fl_landw;fl_wald;bev_binw;bev_ausw;ko_kasskred;bev_u18;bev_18_65;bev_ue65;bev_ausl;mitgl_sportv;ew_sportv;preis_miet;wohn_eigen;wohn_leer;wohn_EZFH;wohn_MFH;heiz_wohn_best;heiz_wohn;bquali_unifh;bquali_mabschl;bquali_oabschl;erw_wachs;erw_mini;erw_minineben;alq;schulden;sozsich;auto;v_harzt;v_karzt;schule_oabschl;kbetr_u3;kbetr_ue3;kbetr_ue6;kinder_bg;straft;einbr
6636000;Werra-Meißner-Kreis;11,57;42,81;43,45;54,69;92,71;4,99;15,29;58,6;26,11;8,83;35,03;211,56;5,50 bis unter 7,00;58,9;5,84;11,8;0,3;10,82;71,07;10,68;72,5;11,73;-0,06;10,94;6,1;5,18;9,26;7,96;635,5;58,6;47;6,43;34,26;88,59;14,78;12,31;4844,92;29,94
7111000;Koblenz, kreisfreie Stadt;37;22,64;34,46;-25,85;205,95;347,02;15,25;62,86;21,89;16,54;37,13;119,72;8,50 bis unter 10,00;29,8;4,23;1,5;7,5;2,63;30,1;20,01;61,34;13,06;0,99;7,88;5,97;6,11;10,32;10,35;560,4;67,9;81;7,71;27,96;92,57;16,18;17,22;14920,01;52,05
7131000;Ahrweiler;13,77;31,09;53,13;-25,9;75,84;932,37;15,97;58,83;25,19;10,53;28,18;135,77;8,50 bis unter 10,00;54,5;6,63;12,4;18,4;9,71;46,58;12,08;65,95;12,89;0,75;12,51;9,69;3,68;7,24;4,84;677,6;62,5;46,5;6,09;31,29;91,05;9,64;7,5;4978,89;62,42
7132000;Altenkirchen (Westerwald);15,97;30,9;52,17;56,67;167,65;424,6;17,38;59,78;22,84;9,81;30,17;133,87;7,00 bis unter 8,50;62,8;5,03;12;5,9;11,77;71,91;9,19;70,54;13,74;0,06;14,06;8,89;5,17;9,41;6,38;658,4;60,7;36,7;8,74;25,54;84,95;10,03;9,83;4907,70;56,29
7133000;Bad Kreuznach;14;43,36;41,26;53,81;119,9;856,45;16,92;58,94;24,14;12,81;38,2;185,36;7,00 bis unter 8,50;55,6;4,76;11,3;9,5;10,63;50,75;11,35;65,53;15,45;0,21;11,15;7,77;6,08;8,49;7,87;636,1;61,5;41,6;7,32;31,4;94;11,91;11,89;5434,98;56,41
7134000;Birkenfeld;11,5;31,44;55,37;29,6;151,3;2077,4;16,52;58,55;24,93;12;39,74;248,29;5,50 bis unter 7,00;59,9;6,35;14,2;9,7;11,27;80,7;10,28;68,93;14,8;0,05;10,98;7,34;6,51;9,93;8,94;651;64,2;26,4;12,67;23,48;77,82;9,37;15,92;5324,12;52,59
7135000;Cochem-Zell;11,3;36;50,55;30,16;197,56;241,52;15,57;59,13;25,3;10,11;31,96;172,34;7,00 bis unter 8,50;65,7;6,36;20,1;3,4;15,29;83,67;6,66;70,04;12,95;0,55;12,77;9,26;3,99;7,06;5,72;681,7;55,9;37,1;7,66;31,61;89,96;10,95;9,34;3831,42;59,04
7137000;Mayen-Koblenz;17,19;46,92;32,81;57,01;116,22;522,69;16,88;60,21;22,91;10,37;29,35;121,44;7,00 bis unter 8,50;55,2;4,74;14,4;8,4;7,34;71,89;10,64;66,3;14,61;0,47;12,18;8,86;3,67;8,37;6,11;654;57,3;34;5,71;31,76;93,52;13,68;8,84;4459,92;64,16
7138000;Neuwied;18,66;32,54;46,33;61,35;139,78;869,34;17,62;59,45;22,94;11,98;22,34;114,17;7,00 bis unter 8,50;55,8;4,46;12,1;12,8;5,98;51,4;11,16;66,36;13,77;0,79;10,46;7,78;5,07;8,59;7,65;659,4;63,4;43,5;11,01;27,22;86,11;10;10,52;5164,85;67,22
7140000;Rhein-Hunsrück-Kreis;12,51;40,82;45,61;53,24;172,4;28,42;16,67;59,62;23,71;10,51;37,75;188,51;7,00 bis unter 8,50;61,0;6,22;21,7;17,4;13,06;52,54;9,42;67,1;13,9;1,27;10,32;7,53;3,79;6,93;5,43;687,8;61,9;20,3;6,88;27,9;92,41;10,95;8,84;4903,09;64,41
7141000;Rhein-Lahn-Kreis;12,3;37,84;47,51;61,58;135,39;329,25;16,49;59,51;24;11,21;36,18;188,13;7,00 bis unter 8,50;57,1;5,67;18,3;25,6;8,97;48,99;10,61;67,8;15,39;0,66;11,2;8,08;3,7;8,1;6,21;656,4;59,5;17,5;6,26;35,73;93,54;11,92;9,29;4584,30;50,65
7143000;Westerwaldkreis;16,66;37,78;43,16;57,88;103,89;0;17,27;60,69;22,04;10,65;30,38;160,46;7,00 bis unter 8,50;63,4;4,38;27,1;18,1;10,42;75,52;9,39;69,12;14,16;0,8;12,82;9,77;3,31;8,49;4,84;688,1;58,1;33,6;8,44;28,93;95,06;10,98;6,93;4488,03;44,60
7211000;Trier, kreisfreie Stadt;32,56;20,14;43,24;-649,94;830,34;3625,97;14,8;66,78;18,42;18,08;25,04;84,67;10,00 bis unter 11,50;29,2;5,62;2,9;42;8,58;75,41;18,69;60,85;14,13;-0,11;10,55;5,74;6,19;9,13;14,43;482,7;60,4;72,4;7,28;35,29;98,21;21,07;15,94;12221,58;85,57
7231000;Bernkastel-Wittlich;12,2;35,27;50,76;68,64;154,22;198,6;16,77;59,44;23,79;13,25;31,8;187,66;7,00 bis unter 8,50;62,3;6,06;21,4;10,5;18,86;86,92;8,24;68,26;13,78;0,31;11,63;8,52;3,78;7,05;5,46;673,3;58,2;45;9,98;29,11;89,53;10,79;8,68;4229,40;43,44
7232000;Eifelkreis Bitburg-Prüm;10,61;52,07;36,52;-51,81;356,71;537,98;17,45;61,24;21,31;17,78;26,87;176,57;8,50 bis unter 10,00;64,1;6,17;31,8;21,6;22,98;82,74;8,82;69,97;12,76;-0,24;12,87;8,27;2,6;7,26;4,26;669,9;48,5;19,8;7,3;27,51;85,39;9,21;6,53;5982,13;52,10
7233000;Vulkaneifel;11,2;41,16;46,22;36,91;169,99;437,11;15,56;59,02;25,41;10,1;31,47;199,13;7,00 bis unter 8,50;65,4;5,71;27,4;8,6;17,06;79,8;8,81;70,74;14,56;0,35;12,42;9,02;4,21;7,39;4,68;695,3;63,1;37,8;5,3;28,37;91,6;10,75;7,11;4622,06;72,85
7235000;Trier-Saarburg;13,11;37,35;47,92;66,16;150,53;302,22;17,15;61,12;21,73;13,7;28,17;141,69;8,50 bis unter 10,00;65,7;4,91;21,1;10,3;19,60;86,1;8,91;67,79;13,97;0,44;17,99;9,65;2,87;5,52;3,4;674;51,3;44,6;10,59;40,08;93,71;10,42;5,18;4511,89;63,04
7311000;Frankenthal (Pfalz), kreisfreie Stadt;37,31;57,91;2,12;12,23;95,21;3608,49;17,49;59,4;23,11;20,86;25,76;91,74;8,50 bis unter 10,00;46,8;3,3;0;3,3;1,79;27,27;15,97;56,58;18,93;1,28;8,49;6,53;7,3;10,57;9,22;553,2;63,7;96,9;6,71;19,32;87,34;12,7;15,69;9600,21;73,39
7312000;Kaiserslautern, kreisfreie Stadt;29,53;8,23;61,52;-59,37;289,35;5439,69;15,71;63,61;20,69;21,47;46,38;85,94;8,50 bis unter 10,00;32,7;4,78;10,9;18,1;2,76;37,58;19,12;56,43;15,81;0,49;10,84;7,59;8,06;13,05;12,02;494,1;57,3;89,1;8,13;26,87;81,54;14,97;18,44;11163,91;82,98
7313000;Landau in der Pfalz, kreisfreie Stadt;24,95;42,83;31,59;102,71;76,03;168,03;15,48;64,33;20,19;12,11;29,84;123,92;10,00 bis unter 11,50;41,6;3,57;11,6;61,1;5,43;19,08;18,03;62,24;14,01;1,98;10,72;6,98;5,26;7,64;8,34;588;64,7;88,8;9,97;37,78;100,54;15,28;14,58;9731,15;128,12
7314000;Ludwigshafen am Rhein, kreisfreie Stadt;61,15;28,52;4,87;-7,35;137,2;2712,25;18,88;62,3;18,82;29,7;21,12;68,29;10,00 bis unter 11,50;33,8;3,37;3;20,3;1,95;27,76;19,86;60,12;12,56;0,66;5,88;4,64;8,94;14,28;13,25;482,2;63,1;55;10,02;21,63;82,79;18,56;20,77;9525,15;76,89
7315000;Mainz, kreisfreie Stadt;49,21;41,74;4,68;14,74;120,56;680,11;15,04;67,08;17,88;19,49;34,53;86,15;11,50 und mehr;29,0;2,88;2,3;39,1;2,98;8,66;28,63;49,23;14,35;0,83;8,9;6,85;5,28;6,53;8,79;455,4;57,4;96,5;4,03;32,5;92,75;17,71;15,19;7676,65;42,62
7316000;Neustadt an der Weinstraße, kreisfreie Stadt;20,04;34,94;43,97;57,24;93,18;0;16,52;58,41;25,07;12,82;32,39;94,48;8,50 bis unter 10,00;46,8;5,04;6,3;15,7;3,56;12,61;13,54;63,78;12,2;0,08;11,13;7,65;6,08;9,23;8,7;624;52,9;40,2;9,3;26,99;100,52;15,15;14,71;7148,81;87,07
7317000;Pirmasens, kreisfreie Stadt;31,85;25,98;41,52;88,98;162,48;8615,6;15,85;58,4;25,76;15,45;23,61;120,45;5,50 bis unter 7,00;38,2;10,24;6,6;0;4,82;51,85;10,85;65,82;17,45;-0,59;8,84;5,65;11,52;16,72;14,98;570,9;60,8;55,8;7,67;27,43;87,79;17,27;24,46;8895,83;108,16
7318000;Speyer, kreisfreie Stadt;44,86;18,45;24,75;-618,28;829,5;1206,98;15,9;60,56;23,53;18,15;25,78;70,08;8,50 bis unter 10,00;40,8;3,6;1,6;27,8;2,72;8,61;15,28;61,83;15,52;1,33;8,02;6,51;5,7;8,67;7,4;585,1;62,3;77,2;3,07;31,43;94,36;27,05;9,75;15731,58;83,71
7319000;Worms, kreisfreie Stadt;30,38;60,25;4,25;-24,1;146,73;2770,36;17,83;61,16;21,01;20,99;35,98;119,32;8,50 bis unter 10,00;40,3;4,54;2,7;5,6;3,81;67,14;11,85;58,21;20;0,76;9,25;6,3;7,94;11,99;11,02;543,5;55;47,5;8,67;22,3;88,16;14,53;17,19;7545,54;51,98
7320000;Zweibrücken, kreisfreie Stadt;28,07;45,58;25,07;49,81;149,71;5212,25;16,03;60,02;23,95;13,31;33,08;173,74;5,50 bis unter 7,00;47,2;6,17;9;1,7;3,52;91,89;10,81;65,89;12,7;0,01;8,67;5,75;6,54;10,25;9,54;630,6;63;64,9;7,06;31,48;86,88;19,65;15,12;7013,38;69,50
7331000;Alzey-Worms;15,54;76,37;5,75;30,03;81,19;419,7;17,66;60,62;21,72;11,13;43,61;131,29;8,50 bis unter 10,00;64,0;4,22;25;14,5;9,33;51,34;10,7;58,15;15,8;0,46;12,01;9,06;4,01;7,36;5,54;662,1;60,9;45,6;5,2;32,05;96,18;13,64;8,51;3721,25;52,82
7332000;Bad Dürkheim;13,42;33,62;52,17;67,78;92,31;1028,27;16,04;58,8;25,15;9,77;31,7;115,95;8,50 bis unter 10,00;62,8;4,7;14,1;13,3;7,30;51,76;11,09;63,56;15,14;0,42;13,85;9,82;4,15;7,21;5,2;690;61,5;38,8;9,51;33,86;96,66;14,86;8,22;5003,49;83,99
7333000;Donnersbergkreis;11,47;53,03;34,12;49,47;93,69;2302,78;16,96;59,74;23,31;9,52;34,91;158,78;7,00 bis unter 8,50;65,5;5,63;17,1;7,2;13,20;52,43;11,16;64,88;14,33;0,18;11,65;7,78;5,33;9,29;6,32;681,7;48,9;28,1;9,08;35,34;90,48;9,83;8,97;4336,82;69,55
7334000;Germersheim;16,29;37,58;40,78;40,83;98,4;673,58;17,52;61,34;21,14;14,12;41,21;147,56;8,50 bis unter 10,00;59,4;3,87;19,1;29,7;8,23;55,64;11,53;66,5;13,19;0,41;8,92;7,67;4,15;7,27;5,63;648,1;52,2;35,2;5,52;31,23;93,71;19,13;8,86;5342,03;94,81
7335000;Kaiserslautern;15,9;32,47;50,66;-2,13;140,28;2564,14;18,94;58,24;22,82;11,81;39,2;169,11;7,00 bis unter 8,50;65,7;5,61;11,6;0;9,09;63,2;9,27;60,17;13,86;0,73;13,34;8,55;5;8,53;5,72;648,3;64,1;34,5;8,05;23,33;77,5;9,7;8,61;5104,61;51,75
7336000;Kusel;12,84;48,46;36,89;181,63;95,02;4038,52;16,34;58,58;25,07;9,34;36,26;242,09;7,00 bis unter 8,50;71,7;7,05;13,7;3,6;15,09;87,9;7,81;71,79;13,82;-0,94;14,79;8,75;4,53;9,12;6,31;675,6;56,7;30,5;10,15;23,48;81,75;11,08;10,39;6915,56;68,57
7337000;Südliche Weinstraße;12,86;40,79;45,54;49,99;118,71;129,11;16,23;59,43;24,33;9,46;36,94;171,36;8,50 bis unter 10,00;63,6;5,38;18;26,1;11,92;59,29;12,14;65,61;14,64;0,79;12,24;8,92;4,24;6,4;5,45;701,3;61,2;35,9;7,09;33,06;96,17;11,01;8,93;5062,55;77,24
7338000;Rhein-Pfalz-Kreis;22,69;53,33;17,86;18,02;82,61;0;17,6;58,91;23,49;11,64;34,15;124,42;8,50 bis unter 10,00;64,5;3,68;7,2;6;5,37;69,76;10,56;58,4;15,43;0,27;11,98;9,05;4;6,22;4,34;659,4;52,6;29;4,54;31,84;95,18;15,88;7,47;4222,65;94,92
7339000;Mainz-Bingen;18,83;60,86;16,71;25,4;121,47;54,86;17,69;60,21;22,1;12,06;40,41;126,08;8,50 bis unter 10,00;57,9;4,58;11,8;15,7;7,04;62,33;20,62;57,9;12,45;1,42;12,31;9,76;4,21;6,35;5,58;672,9;62,6;45;6,72;39,77;92,47;16,52;8,36;4117,27;52,11
7340000;Südwestpfalz;10,51;24,93;63,97;27,4;57,75;158,93;14,9;58,34;26,76;5,52;40,02;221,29;5,50 bis unter 7,00;73,1;6,33;13,5;2,3;15,55;80,67;6,67;70,97;14,38;-0,46;15,27;10,19;4,02;6,89;3,64;718,7;63,2;25,4;7,24;36,86;90,74;19,79;5,01;3011,62;52,69
8111000;Stuttgart, Stadtkreis;51,77;22,68;23,98;-82,06;191,38;0;15,67;66,1;18,23;27,01;41,89;45,67;11,50 und mehr;29,9;3,55;1,6;10,6;3,31;48,65;36,16;46,2;11,83;0,98;6,28;6,61;5,06;7,84;8,53;473,5;57,2;62,8;7,57;39,93;91,5;17,98;13,28;8781,81;89,12
8115000;Böblingen;23,21;40,86;34,62;-6,15;145,44;2,51;18,45;60,99;20,56;20,62;26,84;58,72;11,50 und mehr;55,8;4,02;9,8;16,4;9,02;55,98;26,85;54,41;12,82;0,45;8,25;8,35;3,4;5,53;5,11;658,7;51;43,2;6,88;28,15;89,88;13,92;7,79;3891,57;47,42
8116000;Esslingen;25,06;43,95;29,27;22,68;125,02;0;17,26;61,77;20,96;19,32;27,93;69,97;11,50 und mehr;51,9;3,95;7,4;22,3;9,73;53,92;21,91;56,84;13,42;0,88;9,59;9,47;3,75;6,12;5,73;635,9;55,5;45;5,28;27,08;90,38;14,45;8,35;4286,91;40,17
8117000;Göppingen;16,88;49,6;32,28;19,44;120,14;9,23;17,48;60,41;22,11;19,07;32,27;88,98;10,00 bis unter 11,50;57,4;4,85;9,6;15,4;11,11;57,25;13,46;65,18;14,29;0,43;10,3;9,65;4,42;6,89;6,38;647,6;52,6;37,3;7,46;23,23;89,85;14,24;9,89;3879,98;42,39
8118000;Ludwigsburg;25,15;54,15;18,28;-10,62;132,62;0;18,04;61,55;20,41;20,03;31,55;81,3;11,50 und mehr;55,0;4,17;6,4;15,8;7,59;50,94;23,79;55,21;13,57;0,88;8,82;9,18;3,57;6,18;5,14;613,2;59,9;44,3;6,05;28,52;93,45;13,63;7,58;3774,42;51,90
8119000;Rems-Murr-Kreis;18,09;41,49;39,28;29,3;107,49;2,18;17,62;60,76;21,62;17,69;29,7;70,77;11,50 und mehr;55,2;4,01;10;27,9;10,14;46,83;16,27;60,76;14,6;0,79;10,57;10,45;3,79;6,44;6,31;629,2;55,6;44,1;6,22;26,19;90,55;16,37;9,22;4355,72;48,80
8121000;Heilbronn, Stadtkreis;36,26;46,36;14,64;9,04;215,3;0;18,02;62,74;19,23;29,19;34,11;53,77;11,50 und mehr;41,9;4,15;6,4;24,2;5,03;24,74;19,45;58,03;15,24;-0,26;9,64;9,43;5,46;10,25;8,63;536,1;62,1;62,2;6,69;24,12;92,95;11,37;12,32;8275,28;45,19
8125000;Heilbronn;17,96;54,75;25,58;40;125,11;0,7;18,12;61,88;20;16,65;32;86,9;10,00 bis unter 11,50;61,6;4,66;16,2;18,7;13,69;82,59;18,82;61,61;12,37;1,48;8,55;8,57;3,39;6,37;4,96;718,2;53,3;42,7;6,82;24,66;89,87;13,47;7,19;3659,11;32,27
8126000;Hohenlohekreis;13,67;56,23;28,23;45,45;129,49;0;17,76;61,87;20,37;13,72;32,94;95,6;8,50 bis unter 10,00;61,8;4,82;22,5;21,4;23,90;75,89;12,49;67,29;14,07;1,33;7,49;7,64;3,07;5,57;3,73;754,6;56,9;52,6;7,34;23,15;89,06;11,62;4,57;3721,44;45,19
8127000;Schwäbisch Hall;12,16;54,44;31,77;32,59;154,02;18,24;18,25;61,67;20,08;14,53;33,59;81,84;8,50 bis unter 10,00;60,8;5,15;21,4;16,4;20,44;66,49;12,78;65,54;14;1,19;9,54;9,48;3,35;5,91;5,2;667,3;59,1;38,9;7,85;20,85;90,4;11,92;6,75;3500,40;17,75
8128000;Main-Tauber-Kreis;11,07;57,51;29,61;55,96;127,8;5,19;16,71;59,78;23,51;12;43,09;155,85;7,00 bis unter 8,50;60,3;6,32;19,7;7,1;19,65;78,73;12,4;70,09;12,57;0,39;9,41;7,77;3,13;5,23;4,52;683,4;60,8;48,2;8,68;30,01;89,77;14,1;6,84;4415,01;26,72
8135000;Heidenheim;13,14;41,99;43;26,88;169,66;8,89;17,52;60,42;22,06;18,49;37;101,46;8,50 bis unter 10,00;58,6;4,92;16;11,5;9,47;67,65;15,74;63,09;14,83;0,24;9,59;9,25;4,28;7,43;5,46;645,6;57,4;45,8;8,91;25,06;88,94;18,37;8,21;3337,65;41,47
8136000;Ostalbkreis;13,37;46,16;39,33;-111,75;278,1;285,03;17,49;61,12;21,4;13,19;38,87;111,69;10,00 bis unter 11,50;60,2;5,02;17,4;19,4;15,70;65,42;17,81;64,84;12,42;0,82;9,66;8,21;3,38;5,77;4,84;662,3;55,9;45,3;6,59;24,92;90,95;13,65;7,13;3808,45;19,71
8211000;Baden-Baden, Stadtkreis;14,88;22,03;61,62;-3,86;346,16;0;15,4;58,51;26,08;23,85;39,27;105,22;10,00 bis unter 11,50;40,1;5,45;7;37,5;6,99;35,43;18,2;63,8;11,1;0,26;9,66;8,84;6,07;8,69;8,79;630,3;76,4;82;6,34;30,62;83,89;12,62;12,68;8045,59;105,22
8212000;Karlsruhe, Stadtkreis;46,8;22,48;26,05;-83,02;191,31;0;14,49;66,41;19,1;20,09;32,56;68,03;11,50 und mehr;27,9;3,37;3,6;13,4;2,52;32,7;27,89;52,64;12,81;0,67;6,97;6,47;4,58;7,49;7,22;456;57,3;69,6;6,52;40,42;93,78;25,59;10,51;8876,70;77,74
8215000;Karlsruhe;18,59;44,05;34,01;24,17;138,49;17,64;17,13;60,94;21,93;15,62;36,11;117,24;10,00 bis unter 11,50;57,9;4,27;13,2;20,6;10,05;59,44;18,56;58,32;14,65;1,09;11,09;9,39;3,52;6,29;4,49;632;53,6;44,6;6,93;32,47;90,68;16,31;6,98;3744,28;41,79
8216000;Rastatt;14,54;30,35;50,77;38,09;113,58;8,51;16,88;60,55;22,57;16,59;41,12;120,86;8,50 bis unter 10,00;56,6;4,62;9,5;13,2;11,74;87,25;13,11;65,43;14,24;0,42;9,22;8,6;3,77;6,34;5,46;656,5;56,8;40,8;7,09;33,18;88,61;15,56;8,4;4492,70;81,71
8221000;Heidelberg, Stadtkreis;30,58;26,21;40,53;-895,53;1078,98;0;14,75;68,13;17,11;20,9;31,42;74,57;11,50 und mehr;23,9;3,61;1,9;25,9;1,95;12;35,38;47,07;11,98;0,97;9,3;6,15;4,78;5,12;6,23;375,7;66,2;86,6;2,13;51,13;84,53;14,46;8,99;8636,68;43,14
8222000;Mannheim, Stadtkreis;58,18;23,77;12,5;-32,89;162,03;0;15,99;65,87;18,15;26,2;19,66;59,58;10,00 bis unter 11,50;26,4;4,52;4,4;24,6;1,51;9,88;24,07;53,06;14,13;0,66;7,48;6,41;7,17;11,28;11,08;498;64,4;75,4;8,54;29,85;79,73;27,84;19,11;9796,42;63,38
8225000;Neckar-Odenwald-Kreis;11,07;45,38;42,24;36,91;120,28;6,87;16,82;60,42;22,76;12,15;48,45;171,83;7,00 bis unter 8,50;63,9;5,69;20;8,1;18,81;92,91;9,95;69,07;15,24;0,26;10,37;8,35;3,68;6,46;4,9;669;55,4;41,9;8,17;27,1;90,78;12,33;6,46;4267,56;35,74
8226000;Rhein-Neckar-Kreis;20,19;41,33;35,77;27,1;118,92;160,3;17,31;60,34;22,35;14,46;37,37;116,68;10,00 bis unter 11,50;53,1;4,3;13,3;12;8,62;68,74;24,53;54,36;12,84;1,07;10,57;8,81;4,07;6,4;5,73;648,8;62,5;51;7,16;34,4;90,87;16,23;8,33;4306,28;59,60
8231000;Pforzheim, Stadtkreis;32,48;15,22;51,43;2,42;184,98;0;18,74;61,21;20,06;30,08;23,73;77,44;8,50 bis unter 10,00;34,2;3,88;5,6;22,9;4,35;32,6;16,83;60,68;16,37;0,49;8,44;8,22;6,13;12,55;11,04;494,9;60,1;59,9;7,94;20,88;79,33;29,37;17,52;7903,86;65,70
8235000;Calw;11,63;25,51;61,73;40,1;114,83;19,96;17,7;60,71;21,59;17,33;31,55;116,06;8,50 bis unter 10,00;59,9;6,21;20,5;20,1;18,17;86,57;11,8;67,65;14,11;0,77;11,32;11,34;3,61;7,26;4,5;673,7;54,3;29;6,62;25,9;91,02;13,45;6,38;2944,37;30,09
8236000;Enzkreis;16,57;43,66;38,28;37,82;94,8;8,87;17,75;60,25;22;14,75;37,08;125,41;8,50 bis unter 10,00;63,4;5,17;13,5;7,7;14,00;82,98;12,04;67,11;15;0,97;10,16;9,54;2,92;6,07;4,1;674,9;50,9;36,4;7,07;26,94;89,4;15,41;6,17;2649,90;31,11
8237000;Freudenstadt;9,98;25,9;62,74;42,83;146,99;13,62;17,43;61,05;21,53;14,56;33,76;138,66;8,50 bis unter 10,00;59,4;5,84;18,7;15,4;19,06;57,64;12,38;67,16;13,8;0,63;10,28;10,17;3,45;6,58;4,62;666,1;58,2;44,3;8,63;22,88;89,36;13,27;5,75;3524,15;28,06
8311000;Freiburg im Breisgau, Stadtkreis;32,29;22,49;43,17;-187,47;358,01;0;16,02;66,75;17,23;18,68;53,31;83,43;11,50 und mehr;26,1;2,53;2,8;36;6,66;44,58;31,76;48,73;13,97;1,33;9,53;6,96;5,16;6,18;8,67;401,6;79,5;64,4;8,25;46,61;97,6;18,22;12,79;11296,26;77,07
8315000;Breisgau-Hochschwarzwald;10,79;39,2;47,62;62,83;112,17;17,38;17,78;59,36;22,85;13,97;38,86;127,06;10,00 bis unter 11,50;51,6;3,46;16,3;16,5;15,04;55,2;15,36;63,34;14,41;0,91;11,9;11,33;3,17;5,43;5,06;604;62,7;51,1;4,3;32,54;88,92;15,07;7,27;4427,89;68,90
8316000;Emmendingen;11,48;39,98;45,9;64,68;125,38;0;17,85;60,13;22,02;12,96;34,44;136,26;10,00 bis unter 11,50;54,2;3,55;18;24,4;17,58;62,34;14,78;63,38;13,57;1,28;11,39;11,24;2,8;5,43;4,93;611,9;64,7;47,1;10,04;33,03;90,28;16,15;6,65;4097,17;57,31
8317000;Ortenaukreis;12,2;37,44;47,31;59,13;135,42;6,79;17,74;60,61;21,66;14,6;42,85;137,59;8,50 bis unter 10,00;53,0;4,33;15;16,1;18,25;65,16;11,8;66,34;14,08;1;10,51;9,51;3,59;7,1;5,4;636,3;63,3;43,7;6,7;32,5;91,46;14,66;8,17;6534,73;42,77
8325000;Rottweil;13,35;42,13;43,01;22,93;146,22;10,52;18,27;60,15;21,58;14,34;45,15;152,88;8,50 bis unter 10,00;62,3;6,16;23,7;16,6;20,12;75,3;11,89;67,51;15,16;0,34;9,38;9,64;3,05;6,52;4,59;682,1;50,5;32,2;6;24,91;89,14;13,29;5,57;3343,78;30,16
8326000;Schwarzwald-Baar-Kreis;11,84;40,99;45,84;22,01;178,65;0;17,59;59,67;22,75;18,67;35,17;131,23;8,50 bis unter 10,00;51,9;5,24;9,1;9,2;11,90;48,11;13,66;65,11;15,23;0,66;11,07;10,69;4,04;7,45;5,67;621,7;57,8;43,8;9,04;28,23;87,47;13,82;8,43;3673,43;38,68
8327000;Tuttlingen;12,18;36,61;50,01;25,47;148,53;17,62;19,11;60,95;19,94;19,69;37,27;120,09;8,50 bis unter 10,00;60,8;4,68;13,7;17,4;14,16;51,33;13,78;63,81;16,97;1,13;9,75;8,88;4,02;7,53;5,09;637,6;44,9;35,7;8,03;23,05;89,52;11,19;7,2;3187,91;24,85
8335000;Konstanz;15,96;48,69;33,48;77,76;112,42;0;16,82;61,61;21,57;17,43;37,4;127,83;11,50 und mehr;43,7;3,19;12,8;23,3;11,39;65,83;19,14;58,73;14,6;0,97;12,42;9,04;3,71;7,71;6,07;563,8;59,8;52,3;6,84;33,02;89,28;14,15;9,42;6099,78;36,57
8336000;Lörrach;13,1;33,76;51,62;73,12;109,04;24,04;18,03;60,79;21,18;18,01;32,67;121,45;11,50 und mehr;50,4;4,16;10,2;25,1;12,88;50;14,79;62,32;15,62;0,23;10,67;7,73;4,32;7,43;6,24;595,3;54,6;50,9;5,84;28,52;89,85;12,57;8,97;12384,83;66,09
8337000;Waldshut;10,54;38,49;49,38;51,02;127,58;19,6;17,84;59,85;22,31;18,24;35,77;161,42;8,50 bis unter 10,00;54,3;5,32;15,7;20,2;21,15;76,28;11,12;66,43;16,2;0,31;12,22;8,32;3,99;7,75;5,13;640,2;53,2;52,8;6,36;29,53;97,04;13,46;7,81;3928,86;25,94
8415000;Reutlingen;13,48;47,09;38;21,08;118,51;0;17,78;60,91;21,31;17,62;33,01;89,48;10,00 bis unter 11,50;56,8;4,21;12,7;24,9;13,42;63,56;19,68;59,51;13,96;0,89;9,4;9,22;3,89;6,92;5,65;630,1;60,7;50,8;7,06;29,63;90,52;13,1;8,53;4596,22;40,45
8416000;Tübingen;18,44;45,21;34,72;-23,54;151,54;0;17,09;64,35;18,56;15,18;35,57;87,2;11,50 und mehr;48,5;3,61;13,3;17,5;13,23;70,43;27,4;54,7;12,95;1,77;11,61;8,64;3,17;4,73;4,69;553,5;59,8;46,4;6,7;37,83;92,7;15,03;7,21;4095,74;18,04
8417000;Zollernalbkreis;13,85;43,83;40,98;-64,17;245,09;0;17,12;60,36;22,52;15,42;39,5;157,32;8,50 bis unter 10,00;65,3;5,7;14,4;10,4;16,60;93,75;12,01;67,4;14,64;0,78;10,22;10,49;4,21;7,17;4,35;681,2;49,3;43,6;6,67;26,11;88,91;12,2;6,6;3875,59;15,53
8421000;Ulm, Stadtkreis;33,54;42,8;21,13;-48,86;212,21;255,96;16,47;64,8;18,74;22,82;42,57;59,72;11,50 und mehr;33,8;3,36;4;16,9;3,70;27,88;26,56;53,94;13,33;0,73;8,14;8,56;3,96;6,91;6,95;523,4;81,1;90,1;7,25;36,17;93,59;13,1;10,57;7919,15;36,45
8425000;Alb-Donau-Kreis;12,1;56,18;29,89;43,66;99,47;29,63;18,71;61,21;20,08;15,52;40,29;104,21;8,50 bis unter 10,00;63,8;5,01;22,5;19,7;20,17;64,06;9,72;67,88;13,77;0,93;11,76;11,9;2,64;5,4;3,74;658,3;57,4;42,6;5,63;21,9;91,32;11,24;5,39;2557,83;28,65
8426000;Biberach;12,27;57,34;28,61;47,94;111,23;0,36;18,91;61,44;19,65;12,83;40,2;117,67;8,50 bis unter 10,00;61,5;4,97;33,9;26,6;21,87;73,44;17,2;65,87;11,93;1,22;9,74;9,97;2,44;5,42;3,71;662,3;59,4;30,5;5,97;26,32;91,17;12,94;4,77;2955,75;21,31
