KRS1222;Kreisname;fl_suv;fl_landw;fl_wald;bev_binw;bev_ausw;ko_kasskred;bev_u18;bev_18_65;bev_ue65;bev_ausl;mitgl_sportv;ew_sportv;preis_miet;wohn_eigen;wohn_leer;wohn_EZFH;wohn_MFH;heiz_wohn_best;heiz_wohn;bquali_unifh;bquali_mabschl;bquali_oabschl;erw_wachs;erw_mini;erw_minineben;alq;schulden;sozsich;auto;v_harzt;v_karzt;schule_oabschl;kbetr_u3;kbetr_ue3;kbetr_ue6;kinder_bg;straft;einbr
9675000;Kitzingen;14,28;58,42;23,03;23,27;147,24;11,45;17,02;61,61;21,37;11,58;38,18;121,18;8,50 bis unter 10,00;59,0;6,76;25,7;18,2;16,32;71,22;12,88;66,56;11,64;1,15;9,55;8,18;2,58;5,6;3,54;675,7;60,6;39,4;2,92;38,5;91,97;21,08;4,68;4119,17;15,01
9676000;Miltenberg;11,6;26,54;59,52;39,97;83,41;12,37;16,82;60,65;22,53;12,72;36,09;125,54;8,50 bis unter 10,00;61,4;6,08;9,9;11,6;14,03;72,4;10,48;68,85;13,19;0,8;11,76;9,4;3,6;6,63;4,3;674,3;65,9;38,5;4,47;34,66;91,62;18,55;6,02;2661,84;33,12
9677000;Main-Spessart;9,51;31,77;56,01;35,55;94,15;39,01;15,95;59,66;24,4;8,72;41,03;145,52;7,00 bis unter 8,50;66,3;6,7;30,4;10,8;21,08;76,72;13,36;69,24;11,35;0,31;10,15;7,97;2,13;4,66;3,22;683,9;62,4;41,3;3,57;41,84;92,77;16,91;4,87;2638,99;19,66
9678000;Schweinfurt;12,86;57,95;26,29;-275,2;388,66;0;16,75;60,35;22,9;8,38;36,39;122,18;7,00 bis unter 8,50;67,6;5,74;23;13;16,78;61,28;9,54;70,89;12,39;0,44;11,41;9,41;2,56;4,09;4,05;682,5;58,1;18,1;11,94;41,62;90,12;24,38;4,03;5761,08;17,09
9679000;Würzburg;12,73;61,17;23,24;25,64;104,09;6,13;17,3;60,03;22,67;8,2;39,72;116,73;10,00 bis unter 11,50;60,2;5,33;21,2;9,9;13,45;62,57;14,85;66,63;11,19;0,31;11,29;9,92;2,41;4,38;2,98;656,2;61,7;45,6;6,01;45,9;91,13;23,15;3,49;2170,69;20,56
9761000;Augsburg;44,13;25,28;25,77;-128,66;299,87;0;15,74;64,79;19,47;24,79;24,24;42,85;11,50 und mehr;31,5;4,27;2,7;36,7;4,18;25,27;22,25;57,82;12,67;0,78;9,57;8,82;5,47;7,94;8,01;466,4;61,9;65,5;5,82;26,9;85,93;29,64;11,57;7473,27;44,18
9762000;Kaufbeuren;38,63;32,93;24,96;24,9;159,2;0;17,24;59,92;22,84;19,43;20,21;69,88;8,50 bis unter 10,00;39,9;3,97;17,7;22,7;5,42;53,51;13,02;67,41;14,27;0,56;8,4;7,88;3,9;7,79;6,12;570,9;66,1;98,8;6,43;20,32;83,83;16,06;6,99;4120,81;30,57
9763000;Kempten (Allgäu);32,65;49,86;14,02;-20,13;187,42;0;16,07;61,53;22,4;19,1;17,84;42,82;10,00 bis unter 11,50;32,1;2,9;3,9;30,1;5,81;17,23;17,86;65,08;12,56;-0,08;9,69;9,81;3,4;7,18;5,74;577,3;71,4;95,8;7,49;26,16;92,89;20,9;7,41;5795,36;15,70
9764000;Memmingen;26,56;46,06;24,69;75,45;185,14;0;17,24;61,19;21,57;22,64;25,65;63,24;10,00 bis unter 11,50;39,5;4,18;17,7;52,1;10,86;78,44;11,15;70,17;14,15;0,31;7,84;8,31;3,73;7,38;5,29;599;63,8;121,1;7,63;15,97;88,48;22,21;6,72;5750,49;26,17
9771000;Aichach-Friedberg;12,32;59,16;25,62;43,03;105,51;0;18,45;60,89;20,66;10,4;33,35;85,19;10,00 bis unter 11,50;62,9;4,41;25,3;15,5;17,71;57,75;10,28;68,69;12,57;0,32;11,76;12,11;2,57;4,16;3,16;650,7;56,8;44,3;5,29;25,23;90,37;19,32;3,99;2568,19;24,03
9772000;Augsburg;15,93;47,89;33,4;61,95;90,99;4,09;18,33;60,54;21,13;11,89;31,1;81,89;10,00 bis unter 11,50;60,0;4,16;23,4;19,2;14,65;55,62;10,42;65,22;14,43;1,76;9,97;11,1;2,84;4,97;3,75;653,7;64,2;43,1;6,1;27,12;88,25;19,95;5,45;2669,30;16,84
9773000;Dillingen a.d.Donau;12,07;59,31;23,6;40,66;89,9;0;17,77;61,13;21,1;11,99;36,69;93,84;8,50 bis unter 10,00;66,3;4,72;19,7;8,6;20,04;57,42;9,21;70,98;14,21;0,93;9,45;10,02;2,73;5,32;4,29;682;56,3;47,4;6,7;25,77;90,28;14,73;5,93;2962,39;27,24
9774000;Günzburg;14,72;51,05;29,48;42,27;105,52;0;17,69;62,15;20,16;15,81;33,12;92,23;8,50 bis unter 10,00;60,9;5,01;29,5;24;18,59;59,48;10,24;67,66;13,99;1,3;8,73;9,88;2,12;5,68;3,53;674,6;57,5;44,2;8,17;25,24;87,7;16,68;3,72;3656,85;12,30
9775000;Neu-Ulm;18,69;46,51;29,83;87,24;98,16;0;17,54;61,8;20,66;17,26;29,16;72,61;10,00 bis unter 11,50;55,3;3,47;17,5;49,8;12,32;54,7;12,88;66,38;13,83;0,98;9,82;10,55;2,46;5,85;4,06;627,5;53,6;28,1;5,02;23,59;91,76;15,04;4,88;4032,15;36,58
9776000;Lindau (Bodensee);13,95;56,28;27,91;32,98;137,3;0;16,59;60,46;22,95;15,33;38,5;87,54;11,50 und mehr;48,0;4,54;9,4;31,2;18,64;75,15;17,11;64,71;12,23;0,94;9,63;8,86;2,64;5,36;4,3;646,8;64,2;52,1;5,91;27,06;92,2;19,76;5,13;6254,72;21,58
9777000;Ostallgäu;8,75;54,85;31,3;39,83;117,97;0;17,96;60,28;21,76;10,45;41,5;105,93;10,00 bis unter 11,50;58,9;4,66;29,7;10,9;23,81;71,74;11,04;72,07;10,6;1,25;10,38;9,85;2,54;4,38;3,09;660,9;61,2;29,7;4,92;18,87;89,15;18;4,09;2960,56;17,88
9778000;Unterallgäu;11,48;59,84;25,79;59,04;110,15;6,58;17,63;60,92;21,45;11,55;33,52;103,29;10,00 bis unter 11,50;62,0;5,5;28,3;15,4;24,39;71,65;11,03;71,94;10,7;1,67;10,18;10,05;2,22;4,51;2,64;687,6;53,7;13,4;3,28;21,85;89,62;15,46;2,66;3569,72;24,66
9779000;Donau-Ries;11,35;57,95;26,59;65,63;105,73;0,5;17,59;61,75;20,66;11,89;39,89;112,3;8,50 bis unter 10,00;63,7;5,42;35,5;16,2;18,35;64,4;11,28;71,48;11,57;0,43;9,12;8,81;2,23;4,74;3,3;691,9;56,7;34,8;5,56;29,62;91,58;15,94;3,75;3039,30;10,94
9780000;Oberallgäu;6,85;45,37;37,54;30,07;99,78;7,47;16,86;59,8;23,35;9,99;42,6;113,25;10,00 bis unter 11,50;51,6;4,22;15,7;20,2;20,37;69,65;13;70,24;10,4;1,57;10,8;11,74;2,49;4,37;2,77;659,7;65,9;26,6;4,26;22,15;89,66;17,96;3,33;2495,88;10,70
10041000;Regionalverband Saarbrücken;32,31;24,4;41,99;7,1;160,65;1463,26;15,53;60,8;23,67;18,1;30,31;159,89;7,00 bis unter 8,50;45,8;6,17;4,8;10,8;3,15;39,3;18,39;59,77;13,61;-0,16;10,28;6,13;9,46;12,28;14,84;581,6;62;56,9;8,8;30,76;84,19;21,76;26,14;9762,49;107,90
10042000;Merzig-Wadern;14,52;42,84;40,95;22,5;160,5;509,71;15,48;60,53;23,99;14,63;37,01;240,36;8,50 bis unter 10,00;70,0;4,75;17;18;13,28;60,66;11,42;69,44;13,23;0,02;12,11;6,87;4,42;7,54;6,58;702,7;60,6;45,1;6,75;36,73;93,92;15,8;10,96;5114,68;75,65
10043000;Neunkirchen;27,43;38,96;32,14;60,1;131,23;695,48;15,39;59,49;25,13;12,45;37,53;191,26;7,00 bis unter 8,50;60,8;6,09;8;11,6;4,71;44,62;10,99;66,28;14,16;-0,09;11,95;6,46;7,36;10,8;11,41;658,8;54,4;46,9;10,21;24,83;76,31;13,19;20,7;6650,89;86,18
10044000;Saarlouis;24,37;44,29;29,12;-118,37;302,48;456,07;15,58;59,23;25,19;12,43;34,85;203,32;8,50 bis unter 10,00;65,2;4,8;9,7;8,9;6,45;73,35;9,45;68,06;15,23;-0,29;11,58;6,73;5,71;8,22;8,27;690,3;64,2;51,1;5,28;31,75;89,82;16,63;12,93;7011,53;123,12
10045000;Saarpfalz-Kreis;20,2;43,12;35,79;39,04;152,02;691,62;15,18;58,84;25,97;11,67;39,01;216,97;7,00 bis unter 8,50;63,1;5,42;7,6;8,1;5,89;64,29;14,25;64,82;14,92;0,28;9,09;5,83;4,86;7,44;7,05;697,7;66;50,1;7,9;33,72;93,14;17,58;11,61;5292,83;87,07
10046000;St. Wendel;16,39;44,56;37,48;47,04;131,58;1043,99;14,59;59,16;26,25;7,58;45,75;285,25;7,00 bis unter 8,50;71,4;5,4;14,7;4,8;11,55;91,18;11,13;70,98;12,67;0,59;11,98;7,58;4,04;6,06;5,91;725,6;69,3;28,5;3,28;38,75;89,88;13,41;10,58;4178,65;56,36
11000000;Berlin, Stadt;70,6;3,97;18,58;-30,27;255,52;0;16,9;64,22;18,87;22,22;19,03;55,31;11,50 und mehr;15,8;2,02;2,6;38,3;1,27;9,07;32,48;43,14;11,87;2,37;5,67;3,99;9,14;10,04;14,19;328,9;63,1;59,2;6,99;47,33;91,92;9,98;23,03;14291,91;221,64
12051000;Brandenburg an der Havel, Stadt;21,7;26,72;29,86;96,18;157,86;0;15,03;57,34;27,63;8,18;15,91;112,76;7,00 bis unter 8,50;22,5;8,6;8,3;22;4,32;33,18;13,05;71,17;10,52;0,35;6,18;3,17;8,81;13,14;12,31;476;68,6;95,8;7,2;61,14;99,08;73,14;20,17;9266,53;114,12
12052000;Cottbus, Stadt;30,84;28,14;23,49;-1;203,89;604,93;15,05;58,29;26,65;11,26;22,25;131,64;7,00 bis unter 8,50;23,0;6,62;9,1;14,5;3,71;25,96;19,39;64,05;8,69;0,03;7;3,5;7,77;9,34;11,73;486,2;78,4;94,9;8,49;60,39;97,18;78,8;20,82;10905,89;85,41
12053000;Frankfurt (Oder), Stadt;23,05;43,75;28,5;-34,35;404,26;343,47;14,7;57,84;27,46;15,41;15,11;108,19;5,50 bis unter 7,00;21,0;6,56;0;12,5;1,87;24,24;16,47;61,02;8,12;-0,7;5,73;2,71;8,11;10,08;13,17;480,3;74,7;99,4;5,01;59,82;100,51;78,69;20,55;19218,62;85,87
12054000;Potsdam, Stadt;31,62;29,18;25,48;-26,59;181,16;0;17,92;62,27;19,81;11,9;18,95;87,21;11,50 und mehr;17,0;2,66;5,2;24,5;3,10;16,67;31,11;50,76;10,29;0,73;6,57;4,05;5,42;6,37;8,23;410,5;64,1;74,6;5,09;59,09;99,13;82,09;11,56;6764,47;82,37
12060000;Barnim;11,17;35,67;46,26;100,13;125,25;0,3;17,03;58,37;24,6;6,46;13,05;96,95;8,50 bis unter 10,00;49,7;3,61;24,5;11,2;6,53;44,01;13,2;67,05;9,64;0,83;7,52;4,55;5,46;7,47;6,68;573,4;53,4;31;5,92;56,21;93,46;73,24;8,45;7050,34;124,06
12061000;Dahme-Spreewald;9,7;38,14;45,6;115,38;114,55;0;16,94;58,75;24,32;6,77;12,34;98,34;11,50 und mehr;52,3;3,8;25,8;19,6;8,81;37,12;13,91;64,51;9,85;1,42;5,63;3,7;3,78;6,88;5,5;605,5;57,6;38,9;4,73;56,01;93,33;70,21;7,65;10875,75;179,36
12062000;Elbe-Elster;8,49;50,59;36,55;-88,9;264,81;16,15;14,8;55,64;29,56;4,44;14,99;184,34;5,50 bis unter 7,00;59,1;9,3;0;4,7;12,33;57,66;9,06;77,77;6,06;-0,3;6,55;3,14;6,57;7,69;8,08;637,7;72,6;24,2;8,32;61,67;89,82;71,23;11,02;5513,27;125,86
12063000;Havelland;10,85;56,19;26,23;126,5;137,95;0;17,29;59,54;23,17;6,81;13,39;88,58;7,00 bis unter 8,50;51,5;3,83;31,6;29,8;8,30;32,4;10,28;68,53;10,3;0,02;7,65;4,38;5,66;7,98;6,47;574,5;57,9;43,8;5,82;54,37;91,41;68,4;8,5;5372,81;149,41
12064000;Märkisch-Oderland;11,19;60,42;24,57;97,81;103,85;0,46;16,66;58,11;25,23;5,07;11,93;99,85;7,00 bis unter 8,50;54,2;4,64;25,1;7,5;6,83;57,65;11,66;67,12;9,7;0,87;7,14;4,16;5,43;7,56;6,61;604,1;59,3;44,6;6,71;61,05;94,04;70,18;8,06;5273,30;114,83
12065000;Oberhavel;10,48;41,69;41,72;80,26;113,47;0;16,84;59,21;23,94;5,72;12,17;98,83;10,00 bis unter 11,50;50,4;3,63;24,5;22,3;7,33;33,1;14,34;65,42;9,7;0,87;7,7;4,61;4,9;6,98;5,93;576,7;61,2;42,4;5,23;57,75;94,66;67,84;7,49;6105,21;136,81
12066000;Oberspreewald-Lausitz;12,22;33,39;42,12;27,34;157,12;5,67;14,7;55,61;29,69;5,39;13,68;141,32;5,50 bis unter 7,00;42,4;9,2;13,9;12,2;7,42;53,59;12,77;73,12;7,11;-0,24;6,35;3,18;7,23;7,94;8,34;606,9;64,4;56,2;11,75;57,48;99,35;68,59;11,98;6085,18;86,83
12067000;Oder-Spree;10,06;36,11;48,87;-125,27;387,28;155,31;16,02;56,22;27,76;6,48;12,66;120,61;8,50 bis unter 10,00;49,3;5,19;21,8;9,8;6,04;44,85;13,9;66,21;10,7;1,1;6,4;3,58;6,18;7,56;8,19;599,2;57,6;57,2;9,8;59,61;91,4;74,22;10,3;7068,49;125,00
12068000;Ostprignitz-Ruppin;6,73;53,52;32,9;76,6;125,26;0;15,33;57,2;27,47;5,54;14,55;157,2;7,00 bis unter 8,50;45,7;5,37;15,8;6;7,86;45,37;11,69;72,15;9,2;-0,04;6,6;3,14;7,01;9,44;8,31;595,3;67,6;62,6;9,74;58,67;96,3;73,16;9,75;8797,35;93,12
12069000;Potsdam-Mittelmark;9,34;45,07;41,22;77,14;123,96;38,33;17,54;58,58;23,88;6,24;14,29;110,98;8,50 bis unter 10,00;58,0;2,88;21;10,5;9,81;39,94;15,73;63,72;9,41;1,57;10,35;4,76;4,48;5,59;4,47;596,4;60,3;45,8;5,2;59,89;95,69;75,63;5,52;4595,86;147,82
12070000;Prignitz;7,42;66,49;23,44;44,84;148,73;0;14,58;56,17;29,25;6,24;11,12;135,45;7,00 bis unter 8,50;49,2;9,33;15;2,6;9,34;59,7;8,5;75,38;8,35;-0,13;6,32;3,54;7,79;9,15;9,61;608,3;65,4;32,4;13,3;57,83;90,59;65,72;15,48;6593,46;67,07
12071000;Spree-Neiße;10,32;34,94;45,59;57,96;105,07;523,35;14,96;55,2;29,84;5,07;14,68;141,34;5,50 bis unter 7,00;52,2;10,24;15,4;5,2;10,52;65,8;9,29;72,37;7,41;-0,79;7,11;3,65;6,05;7,34;7,15;636,4;54;43;8,51;61,81;93;75,51;9,1;8609,42;67,56
12072000;Teltow-Fläming;10,09;45,36;41,37;179,96;112,6;0;17,13;60,02;22,84;8,13;12,25;106,43;8,50 bis unter 10,00;49,1;4,49;31,4;12,9;7,70;55,06;13,72;64,3;11,1;2,01;5,71;3,69;4,6;7,8;6,45;611,3;54,8;52,8;7,85;49,74;88,19;64,81;7,63;5773,63;117,18
12073000;Uckermark;6,61;62,45;24,55;57,7;103,53;0;14,8;55,49;29,71;5,56;14,88;141,71;5,50 bis unter 7,00;39,4;6,2;11,4;8,7;6,67;24,89;11,06;72,89;7,85;-0,16;6,39;2,46;10,68;8,5;11,45;583;63,9;48,6;12,14;57,3;93,43;69,96;15,82;7976,58;68,73
13003000;Rostock;40,81;18,78;27,89;-6,15;147,96;0;14,42;61,05;24,53;8,43;30,86;85,27;10,00 bis unter 11,50;14,4;2,69;1,5;49,4;1,01;1,69;21,15;62,81;9,46;1,17;7,28;3,45;7,32;8,47;9,8;409,9;67,3;109,6;10,24;62,3;103,81;83,8;13,73;8953,41;57,16
13004000;Schwerin;32,03;17,22;19,32;-186,72;560,47;637,96;16,34;57,39;26,27;11,9;17,12;89,25;7,00 bis unter 8,50;17,7;6,13;10,1;20,8;1,52;14,75;18,91;64,2;9,6;0,5;6,31;3,49;9,51;11,56;13,19;453,1;72;94,6;11,4;57,47;94,87;75,48;19,77;11583,63;65,93
13071000;Mecklenburgische Seenplatte;6,81;57,49;24,76;64,15;123,59;7,69;15,46;56,58;27,96;4,95;15,29;124,44;5,50 bis unter 7,00;41,9;6,99;8,4;2,5;6,55;32,98;11,65;73,48;8,48;-0,25;6,78;3,1;8,83;8,57;9,33;566,8;69,3;44,4;11,74;61,16;94,7;69,48;13,21;6346,31;64,34
13072000;Landkreis Rostock;8,92;67,98;17,19;98,23;115,49;1,25;17,03;57,27;25,7;5,01;11,91;99,18;7,00 bis unter 8,50;52,3;4,66;21,7;17,3;7,45;39,3;11,74;71,21;7,92;0,88;7,62;3,69;5,85;7,76;6,77;586,3;65,9;47,5;7,45;58,81;89,62;71,92;8,07;4939,16;40,76
13073000;Vorpommern-Rügen;8,72;65,55;18,72;55,47;135,89;33,54;14,86;57,39;27,75;6,1;14,13;120,78;7,00 bis unter 8,50;41,0;6,26;17,3;16,1;5,34;47,76;10,73;72,63;8,37;0,18;7,48;3,85;9,24;9,32;8,64;555,4;67,4;49,7;8,67;61,52;95,77;72,1;12,66;6576,25;48,31
13074000;Nordwestmecklenburg;9,05;70,61;14,27;85,1;112,92;0;16,21;58,44;25,35;5,3;13,06;97,95;7,00 bis unter 8,50;45,4;4,55;18,8;4,4;7,08;46,77;12,5;70,07;9,13;0,56;8,67;4,37;6,93;8,38;7,66;578,2;64,9;40,2;10,46;62,35;93,81;69,61;9,92;6022,91;48,04
13075000;Vorpommern-Greifswald;8,02;60,62;22,77;62,35;127,32;306,76;15,14;57,82;27,04;6,16;18,29;144,09;7,00 bis unter 8,50;41,5;6,9;14,8;13,1;8,12;34,64;14,57;68,3;9,35;0,46;7,35;3,09;8,78;8,25;9,41;537;73;51;9,93;60,88;96,52;71,15;13,02;6691,24;80,05
13076000;Ludwigslust-Parchim;7,64;58,87;28,52;-26,57;213,53;45,58;16,1;58,12;25,77;7,05;14,05;116,27;7,00 bis unter 8,50;53,8;5,54;14,3;5,2;8,56;40,67;8,56;72,06;8,77;0,12;7,88;3,97;6,02;8,37;7,37;606,6;60,1;37,2;12,12;57,75;89,05;67,34;9,32;6048,72;33,15
14511000;Chemnitz, Stadt;45,33;36,97;16,04;-121,98;416,31;0;15,93;56,54;27,53;12,09;14,31;84,08;5,50 bis unter 7,00;18,3;11,03;4,7;5,4;2,55;38,81;21,18;64,52;8,67;0,07;6,65;4,15;8,39;10,56;10,14;503;58,4;68,2;13,99;50,35;88,31;81,89;15,68;8994,90;73,62
14521000;Erzgebirgskreis;12,55;39,67;44,93;33,39;76,87;8,32;15,76;53,26;30,99;3,55;17,19;135,02;5,50 bis unter 7,00;46,5;11,88;8,1;3,5;9,05;55,64;10,66;78,45;6,88;-0,25;7,52;3,91;5,01;6,54;5,19;620,6;56;51,4;7,1;49,27;94,94;77,45;6,48;3538,39;22,20
14522000;Mittelsachsen;11,47;70,44;15,93;40,21;101,25;2,6;15,81;55,11;29,08;5,08;15,38;128,39;5,50 bis unter 7,00;45,0;10,88;9,4;1,5;7,87;60,24;13,62;74,48;6,88;-0,53;7,19;3,74;5,02;7,6;5,53;600;60,9;47,8;9,66;56,46;95,3;80,4;7,77;4053,03;35,26
14523000;Vogtlandkreis;11,59;46,3;39,15;46,17;132,75;6,01;14,86;54,17;30,97;5,75;16,78;158,53;bis unter 5,50;43,2;13,02;7,4;3,4;8,11;49,58;12,13;75,59;7,37;-0,27;6,85;3,9;5,76;8,76;6,23;617,1;60,4;58,6;8,1;50,12;93,77;77,87;9,45;5362,29;44,91
14524000;Zwickau;19,08;61,5;16,92;30,88;119,74;17,41;15,31;54,77;29,93;5,65;14,2;110,03;5,50 bis unter 7,00;39,9;13,02;7,4;4,2;4,98;56,76;12,32;75,09;7,8;-0,2;6,56;3,93;5,37;8,36;6,54;602,3;60,2;60,5;8,32;51,17;93,05;78,07;9,9;4709,53;35,07
14612000;Dresden, Stadt;44,01;29,73;22,93;-95,24;265,16;0;17,29;60,93;21,79;10,77;20,19;68,17;7,00 bis unter 8,50;16,5;4,14;2,4;32,9;2,34;11,93;30,2;56,27;8,27;1,13;6,24;4,05;6,06;7,8;8,52;406,1;64,4;71;6,96;57,71;98,82;85,79;12,14;9199,36;58,23
14625000;Bautzen;10,87;45,52;35,14;48,67;88,37;1,9;16,67;54,76;28,57;3,67;15,75;126,63;5,50 bis unter 7,00;48,6;8,19;19,2;4,3;9,06;61,37;12,93;73,89;6,88;0,04;6,76;3,53;6,09;6,66;5,73;614,1;67,9;53,2;7,59;59,37;96,53;80,27;7,28;5002,17;41,65
14626000;Görlitz;12,73;43,93;35,15;47,06;121,56;158,41;15,64;53,54;30,82;6,65;15,49;132,97;5,50 bis unter 7,00;43,7;12,22;8;0,2;7,66;64,88;13,42;72,81;6,64;0,1;6,49;2,95;8,49;7,56;8,56;578,5;64,9;55,7;9,65;51,6;94,08;77,19;11,53;12508,36;52,47
14627000;Meißen;12,32;69,12;13,67;50,51;122,98;4,87;16,53;55,02;28,45;4,92;15,18;106,49;5,50 bis unter 7,00;43,3;8,5;13,5;7,5;7,43;62,99;13,72;73,83;7;0,17;6,52;3,47;5,72;7,66;6,11;585,2;63,5;60,4;6,63;60,17;97,54;82,48;7,85;4898,42;44,75
14628000;Sächsische Schweiz-Osterzgebirge;9,72;52,27;35,77;77,78;95,86;0,65;17,13;54,74;28,13;4,33;16,71;125,1;5,50 bis unter 7,00;43,6;7,81;11,8;13,1;8,46;43,14;13,68;73,92;7,75;0,37;6,81;3,95;5,16;7,02;5,72;593,9;64,7;58,2;9,01;58,75;95,09;80,22;7,61;7781,35;32,09
14713000;Leipzig, Stadt;55,29;31,87;7,78;-77,52;336,09;357,29;16,43;63,88;19,69;12,95;16,06;62,98;8,50 bis unter 10,00;13,3;5,44;3;34,9;2,28;13,09;26,75;56,44;9,59;1,56;6,54;3,68;7,1;10,07;10,89;377,3;61,4;70,4;8,98;53,76;95,03;83,21;15,5;11098,49;99,50
14729000;Leipzig;13,87;61,9;14,8;81,98;89,28;9,54;16,79;55,88;27,34;3,95;16,69;129,02;5,50 bis unter 7,00;49,6;7,78;17,9;6,7;6,89;76,76;12,3;74,02;7,31;0,34;7,06;3,71;5,59;8,08;6,41;601,3;71,5;51,3;8,03;61,46;93,53;80,97;8,6;4874,27;56,45
14730000;Nordsachsen;11,46;63,16;20,73;97,79;100,94;203,87;16,3;56,99;26,71;6,03;15,84;125,61;5,50 bis unter 7,00;48,9;7,65;12,1;4,3;8,11;62,8;11,88;70,56;8,85;0,33;5,66;3,26;6,61;9,11;7,39;591,8;63,7;54,8;10,45;60,01;91,87;79,24;9,34;6324,57;67,06
15001000;Dessau-Roßlau, Stadt;20,46;34,98;40,57;19,96;229,87;0;14,03;53,9;32,07;8,62;21,76;131,82;5,50 bis unter 7,00;34,4;12,46;7,5;2,8;3,16;76,83;16,74;70,67;7,81;-0,87;5,03;2,55;8,64;10,69;10,65;522,2;66,5;80,4;11,37;56,83;93,28;71,89;19,58;8219,20;71,56
15002000;Halle (Saale), Stadt;52,92;24,36;18,39;-10,7;239,67;1662,51;16,34;59,56;24,09;13,57;16,74;77,25;7,00 bis unter 8,50;16,0;7,76;2,6;11,5;2,41;15,59;22,86;61,49;10,14;0,16;7,39;3,16;9,24;14,34;13,21;393,2;69,4;99,2;12,43;54,95;88,16;70,71;24,17;12701,43;106,58
15003000;Magdeburg, Landeshauptstadt;47,37;37,32;8,71;-296,87;497,49;336,31;15,62;59,9;24,48;13,41;18,98;71,44;5,50 bis unter 7,00;18,1;6,71;11,7;29,5;2,47;33,16;20,76;63,66;9,04;0,23;6,47;3,34;8,47;11,89;11,82;465;67,6;69,7;12,76;58,4;94,25;79,4;18,61;13507,46;122,83
15081000;Altmarkkreis Salzwedel;7,15;59,26;29,85;26,92;119,82;0;15,88;57,96;26,16;5,21;18,83;200,1;5,50 bis unter 7,00;56,4;8,68;11,8;4,7;11,07;65,44;9,11;75,47;9,62;-0,9;8,22;4,56;6,9;10,32;8,15;620,1;48,8;27,7;11,69;58,55;94,89;68,57;9,39;5465,88;48,51
15082000;Anhalt-Bitterfeld;12,4;60,86;22,62;28,37;181,51;428,52;14,67;56,43;28,9;6,13;14,05;140,55;5,50 bis unter 7,00;49,6;10,16;10,9;6,2;6,01;87,78;11,57;72,89;7,31;-0,52;6,45;3,16;7,56;11,02;8,95;593,1;63,8;49,5;13,77;58,86;90,75;65,92;13,68;6763,13;54,06
15083000;Börde;9,87;65,24;20,56;61,38;100,18;71,03;16,31;58,16;25,53;4,92;16,5;148,2;5,50 bis unter 7,00;58,0;7,93;20;5;6,95;69,63;9,47;73,18;9,14;0,41;5,99;3,41;5,14;8,69;6,34;627,4;62,3;40,8;7,99;62,82;95,22;73,71;7,59;5841,55;74,10
15084000;Burgenlandkreis;13,27;68,82;14,52;34,42;133,74;170,32;15,12;55,82;29,06;7,48;14,36;151,23;5,50 bis unter 7,00;47,2;10,94;7,9;3,6;6,98;81,37;10,26;72,37;7,34;-0,01;6,08;3,13;7,2;10,15;9,41;579;64;49,1;11,84;58,47;93,21;69,72;13,46;7115,77;68,84
15085000;Harz;9,94;51,28;37,04;77,43;113,94;610,66;14,32;56,21;29,47;5,09;16,41;182,05;5,50 bis unter 7,00;47,1;9,24;11,8;7,4;5,27;43,21;10,48;75,31;7,48;-0,41;6,99;3,82;5,25;10,44;8,75;593,1;66,4;66,1;9,37;60,39;92,8;67,62;10,43;7164,15;67,50
15086000;Jerichower Land;8,79;54,74;32,44;76,34;156,89;170,7;15,71;57,14;27,15;5,47;16,61;140,71;5,50 bis unter 7,00;55,6;8,84;22,5;5,9;7,44;55,86;9,1;74,04;8,35;-0,35;6,3;3,54;7,07;9,7;7,58;608,5;62,3;46;11,54;63,61;93,12;71,17;11,39;7126,40;95,28
15087000;Mansfeld-Südharz;11,68;57,16;29,17;26,66;86,19;1029,86;14,05;54,79;31,16;4,13;15,07;165,11;5,50 bis unter 7,00;55,2;9,35;8,6;7,7;7,94;67,44;8,34;78,17;8,46;-0,55;6,9;3,05;9,95;10,54;10,41;606,3;63,4;39,1;14,04;60,13;94,82;63,47;17,18;6180,98;58,32
15088000;Saalekreis;15,1;69,97;10,71;48;104,69;58,2;16,1;57,12;26,78;5,31;16,07;146,22;5,50 bis unter 7,00;53,9;7,54;16,8;2,3;6,83;88,03;10,96;73,29;8,58;-0,24;6,31;2,95;6,38;9,53;7,59;628,8;61,1;39,3;8,61;60,97;93,22;71,09;11,25;6280,78;77,73
15089000;Salzlandkreis;13,63;74,47;7,91;44,84;134,96;705,14;14,93;56,19;28,88;5,25;14,85;137,86;5,50 bis unter 7,00;46,0;10,68;8,6;6,4;4,33;43,37;10,03;76,28;7,72;-0,73;6,21;2,94;8,36;11,14;10,46;567,5;66,4;41,1;10,83;62,33;94,43;69,02;15,61;6391,48;82,61
15090000;Stendal;7,72;64,75;22,65;41,16;129,29;546,94;15,5;57,12;27,38;5,62;17,08;190,41;5,50 bis unter 7,00;48,5;10,5;0;1,7;7,85;67,31;10,68;76,25;8,23;-0,52;6,76;3,32;9,11;10,43;11,13;581,7;66;21,1;15,19;59,89;90,8;61,39;16,83;7428,53;79,79
